Name,NationalDex,PrimaryType,SecondaryType,HasSecondaryType,Generation,IsLegendary,Form,AltFormFlag,EvolutionStage,NumOfEvolutions,ColorID,CatchRate,Height_in,Weight_lbs,BaseStatToal,Health,Attack,Defense,SpAttack,SpDefense,Speed
bagon,371,dragon,,FALSE,generation-iii,0,Base,FALSE,1,3,blue,45,24,93,300,45,75,60,40,30,50
shelgon,372,dragon,,FALSE,generation-iii,0,Base,FALSE,2,3,white,45,43,244,420,65,95,100,60,50,50
salamence,373,dragon,flying,TRUE,generation-iii,0,Base,FALSE,3,3,blue,45,59,226,600,95,135,80,110,80,100
salamence-mega,373,dragon,flying,TRUE,generation-iii,1,Mega,TRUE,3,3,blue,45,71,248,700,95,145,130,120,90,120
beldum,374,steel,psychic,TRUE,generation-iii,0,Base,FALSE,1,3,blue,3,24,210,300,40,55,80,35,60,30
metang,375,steel,psychic,TRUE,generation-iii,0,Base,FALSE,2,3,blue,3,47,446,420,60,75,100,55,80,50
metagross,376,steel,psychic,TRUE,generation-iii,0,Base,FALSE,3,3,blue,3,63,1213,600,80,135,130,95,90,70
metagross-mega,376,steel,psychic,TRUE,generation-iii,1,Mega,TRUE,3,3,blue,3,98,2079,700,80,145,150,105,110,110
regirock,377,rock,,FALSE,generation-iii,1,Base,FALSE,1,1,brown,3,67,507,580,80,100,200,50,100,50
regice,378,ice,,FALSE,generation-iii,1,Base,FALSE,1,1,blue,3,71,386,580,80,50,100,100,200,50
registeel,379,steel,,FALSE,generation-iii,1,Base,FALSE,1,1,gray,3,75,452,580,80,75,150,75,150,50
latias,380,dragon,psychic,TRUE,generation-iii,1,Base,FALSE,1,1,red,3,55,88,600,80,80,90,110,130,110
latias-mega,380,dragon,psychic,TRUE,generation-iii,1,Mega,TRUE,1,1,red,3,71,115,700,80,100,120,140,150,110
latios,381,dragon,psychic,TRUE,generation-iii,1,Base,FALSE,1,1,blue,3,79,132,600,80,90,80,130,110,110
latios-mega,381,dragon,psychic,TRUE,generation-iii,1,Mega,TRUE,1,1,blue,3,91,154,700,80,130,100,160,120,110
kyogre,382,water,,FALSE,generation-iii,1,Base,FALSE,1,1,blue,3,177,776,670,100,100,90,150,140,90
kyogre-primal,382,water,,FALSE,generation-iii,1,Primal,TRUE,1,1,blue,3,386,948,770,100,150,90,180,160,90
groudon,383,ground,,FALSE,generation-iii,1,Base,FALSE,1,1,red,3,138,2094,670,100,150,140,100,90,90
groudon-primal,383,ground,fire,TRUE,generation-iii,1,Primal,TRUE,1,1,red,3,197,2204,770,100,180,160,150,90,90
rayquaza,384,dragon,flying,TRUE,generation-iii,1,Base,FALSE,1,1,green,45,276,455,680,105,150,90,150,90,95
rayquaza-mega,384,dragon,flying,TRUE,generation-iii,1,Mega,TRUE,1,1,green,45,425,864,780,105,180,100,180,100,115
jirachi,385,steel,psychic,TRUE,generation-iii,1,Base,FALSE,1,1,yellow,3,12,2,600,100,100,100,100,100,100
deoxys-normal,386,psychic,,FALSE,generation-iii,1,Base,FALSE,1,1,red,3,67,134,600,50,150,50,150,50,150
turtwig,387,grass,,FALSE,generation-iv,0,Base,FALSE,1,3,green,45,16,22,318,55,68,64,45,55,31
grotle,388,grass,,FALSE,generation-iv,0,Base,FALSE,2,3,green,45,43,214,405,75,89,85,55,65,36
torterra,389,grass,ground,TRUE,generation-iv,0,Base,FALSE,3,3,green,45,87,683,525,95,109,105,75,85,56
chimchar,390,fire,,FALSE,generation-iv,0,Base,FALSE,1,3,brown,45,20,14,309,44,58,44,58,44,61
monferno,391,fire,fighting,TRUE,generation-iv,0,Base,FALSE,2,3,brown,45,35,49,405,64,78,52,78,52,81
infernape,392,fire,fighting,TRUE,generation-iv,0,Base,FALSE,3,3,brown,45,47,121,534,76,104,71,104,71,108
piplup,393,water,,FALSE,generation-iv,0,Base,FALSE,1,3,blue,45,16,11,314,53,51,53,61,56,40
prinplup,394,water,,FALSE,generation-iv,0,Base,FALSE,2,3,blue,45,31,51,405,64,66,68,81,76,50
empoleon,395,water,steel,TRUE,generation-iv,0,Base,FALSE,3,3,blue,45,67,186,530,84,86,88,111,101,60
starly,396,normal,flying,TRUE,generation-iv,0,Base,FALSE,1,3,brown,255,12,4,245,40,55,30,30,30,60
staravia,397,normal,flying,TRUE,generation-iv,0,Base,FALSE,2,3,brown,120,24,34,340,55,75,50,40,40,80
staraptor,398,normal,flying,TRUE,generation-iv,0,Base,FALSE,3,3,brown,45,47,55,485,85,120,70,50,60,100
bidoof,399,normal,,FALSE,generation-iv,0,Base,FALSE,1,2,brown,255,20,44,250,59,45,40,35,40,31
bibarel,400,normal,water,TRUE,generation-iv,0,Base,FALSE,2,2,brown,127,39,69,410,79,85,60,55,60,71
kricketot,401,bug,,FALSE,generation-iv,0,Base,FALSE,1,2,red,255,12,5,194,37,25,41,25,41,25
kricketune,402,bug,,FALSE,generation-iv,0,Base,FALSE,2,2,red,45,39,56,384,77,85,51,55,51,65
shinx,403,electric,,FALSE,generation-iv,0,Base,FALSE,1,3,blue,235,20,21,263,45,65,34,40,34,45
luxio,404,electric,,FALSE,generation-iv,0,Base,FALSE,2,3,blue,120,35,67,363,60,85,49,60,49,60
luxray,405,electric,,FALSE,generation-iv,0,Base,FALSE,3,3,blue,45,55,93,523,80,120,79,95,79,70
budew,406,grass,poison,TRUE,generation-iv,0,Base,FALSE,1,3,green,255,8,3,280,40,30,35,50,70,55
roserade,407,grass,poison,TRUE,generation-iv,0,Base,FALSE,3,3,green,75,35,32,515,60,70,65,125,105,90
cranidos,408,rock,,FALSE,generation-iv,0,Base,FALSE,1,2,blue,45,35,69,350,67,125,40,30,30,58
rampardos,409,rock,,FALSE,generation-iv,0,Base,FALSE,2,2,blue,45,63,226,495,97,165,60,65,50,58
shieldon,410,rock,steel,TRUE,generation-iv,0,Base,FALSE,1,2,gray,45,20,126,350,30,42,118,42,88,30
bastiodon,411,rock,steel,TRUE,generation-iv,0,Base,FALSE,2,2,gray,45,51,330,495,60,52,168,47,138,30
burmy,412,bug,,FALSE,generation-iv,0,Base,FALSE,1,2,green,120,8,7,224,40,29,45,29,45,36
wormadam-plant,413,bug,grass,TRUE,generation-iv,0,Base,FALSE,2,2,green,45,20,14,424,60,59,85,79,105,36
wormadam-sandy,413,bug,ground,TRUE,generation-iv,0,Sandy,TRUE,2,2,green,45,20,14,424,60,79,105,59,85,36
wormadam-trash,413,bug,steel,TRUE,generation-iv,0,Trash,TRUE,2,2,green,45,20,14,424,60,69,95,69,95,36
mothim,414,bug,flying,TRUE,generation-iv,0,Base,FALSE,2,2,yellow,45,35,51,424,70,94,50,94,50,66
combee,415,bug,flying,TRUE,generation-iv,0,Base,FALSE,1,2,yellow,120,12,12,244,30,30,42,30,42,70
vespiquen,416,bug,flying,TRUE,generation-iv,0,Base,FALSE,2,2,yellow,45,47,85,474,70,80,102,80,102,40
pachirisu,417,electric,,FALSE,generation-iv,0,Base,FALSE,1,1,white,200,16,9,405,60,45,70,45,90,95
buizel,418,water,,FALSE,generation-iv,0,Base,FALSE,1,2,brown,190,28,65,330,55,65,35,60,30,85
floatzel,419,water,,FALSE,generation-iv,0,Base,FALSE,2,2,brown,75,43,74,495,85,105,55,85,50,115
cherubi,420,grass,,FALSE,generation-iv,0,Base,FALSE,1,2,pink,190,16,7,275,45,35,45,62,53,35
cherrim,421,grass,,FALSE,generation-iv,0,Base,FALSE,2,2,purple,75,20,21,450,70,60,70,87,78,85
shellos,422,water,,FALSE,generation-iv,0,Base,FALSE,1,2,purple,190,12,14,325,76,48,48,57,62,34
gastrodon,423,water,ground,TRUE,generation-iv,0,Base,FALSE,2,2,purple,75,35,66,475,111,83,68,92,82,39
ambipom,424,normal,,FALSE,generation-iv,0,Base,FALSE,2,2,purple,45,47,45,482,75,100,66,60,66,115
drifloon,425,ghost,flying,TRUE,generation-iv,0,Base,FALSE,1,2,purple,125,16,3,348,90,50,34,60,44,70
drifblim,426,ghost,flying,TRUE,generation-iv,0,Base,FALSE,2,2,purple,60,47,33,498,150,80,44,90,54,80
buneary,427,normal,,FALSE,generation-iv,0,Base,FALSE,1,2,brown,190,16,12,350,55,66,44,44,56,85
lopunny,428,normal,,FALSE,generation-iv,0,Base,FALSE,2,2,brown,60,47,73,480,65,76,84,54,96,105
lopunny-mega,428,normal,fighting,TRUE,generation-iv,1,Mega,TRUE,2,2,brown,60,51,62,580,65,136,94,54,96,135
mismagius,429,ghost,,FALSE,generation-iv,0,Base,FALSE,2,2,purple,45,35,10,495,60,60,60,105,105,105
honchkrow,430,dark,flying,TRUE,generation-iv,0,Base,FALSE,2,2,black,30,35,60,505,100,125,52,105,52,71
glameow,431,normal,,FALSE,generation-iv,0,Base,FALSE,1,2,gray,190,20,9,310,49,55,42,42,37,85
purugly,432,normal,,FALSE,generation-iv,0,Base,FALSE,2,2,gray,75,39,97,452,71,82,64,64,59,112
chingling,433,psychic,,FALSE,generation-iv,0,Base,FALSE,1,2,yellow,120,8,1,285,45,30,50,65,50,45
stunky,434,poison,dark,TRUE,generation-iv,0,Base,FALSE,1,2,purple,225,16,42,329,63,63,47,41,41,74
skuntank,435,poison,dark,TRUE,generation-iv,0,Base,FALSE,2,2,purple,60,39,84,479,103,93,67,71,61,84
bronzor,436,steel,psychic,TRUE,generation-iv,0,Base,FALSE,1,2,green,255,20,133,300,57,24,86,24,86,23
bronzong,437,steel,psychic,TRUE,generation-iv,0,Base,FALSE,2,2,green,90,51,412,500,67,89,116,79,116,33
bonsly,438,rock,,FALSE,generation-iv,0,Base,FALSE,1,2,brown,255,20,33,290,50,80,95,10,45,10
mime-jr,439,psychic,fairy,TRUE,generation-iv,0,Base,FALSE,1,3,pink,145,24,29,310,20,25,45,70,90,60
happiny,440,normal,,FALSE,generation-iv,0,Base,FALSE,1,3,pink,130,24,54,220,100,5,5,15,65,30
chatot,441,normal,flying,TRUE,generation-iv,0,Base,FALSE,1,1,black,30,20,4,411,76,65,45,92,42,91
spiritomb,442,ghost,dark,TRUE,generation-iv,0,Base,FALSE,1,1,purple,100,39,238,485,50,92,108,92,108,35
gible,443,dragon,ground,TRUE,generation-iv,0,Base,FALSE,1,3,blue,45,28,45,300,58,70,45,40,45,42
gabite,444,dragon,ground,TRUE,generation-iv,0,Base,FALSE,2,3,blue,45,55,123,410,68,90,65,50,55,82
garchomp,445,dragon,ground,TRUE,generation-iv,0,Base,FALSE,3,3,blue,45,75,209,600,108,130,95,80,85,102
garchomp-mega,445,dragon,ground,TRUE,generation-iv,1,Mega,TRUE,3,3,blue,45,75,209,700,108,170,115,120,95,92
munchlax,446,normal,,FALSE,generation-iv,0,Base,FALSE,1,2,black,50,24,231,390,135,85,40,40,85,5
riolu,447,fighting,,FALSE,generation-iv,0,Base,FALSE,1,2,blue,75,28,45,285,40,70,40,35,40,60
lucario,448,fighting,steel,TRUE,generation-iv,0,Base,FALSE,2,2,blue,45,47,119,525,70,110,70,115,70,90
lucario-mega,448,fighting,steel,TRUE,generation-iv,1,Mega,TRUE,2,2,blue,45,51,127,625,70,145,88,140,70,112
hippopotas,449,ground,,FALSE,generation-iv,0,Base,FALSE,1,2,brown,140,31,109,330,68,72,78,38,42,32
hippowdon,450,ground,,FALSE,generation-iv,0,Base,FALSE,2,2,brown,60,79,661,525,108,112,118,68,72,47
skorupi,451,poison,bug,TRUE,generation-iv,0,Base,FALSE,1,2,purple,120,31,26,330,40,50,90,30,55,65
drapion,452,poison,dark,TRUE,generation-iv,0,Base,FALSE,2,2,purple,45,51,136,500,70,90,110,60,75,95
croagunk,453,poison,fighting,TRUE,generation-iv,0,Base,FALSE,1,2,blue,140,28,51,300,48,61,40,61,40,50
toxicroak,454,poison,fighting,TRUE,generation-iv,0,Base,FALSE,2,2,blue,75,51,98,490,83,106,65,86,65,85
carnivine,455,grass,,FALSE,generation-iv,0,Base,FALSE,1,1,green,200,55,60,454,74,100,72,90,72,46
finneon,456,water,,FALSE,generation-iv,0,Base,FALSE,1,2,blue,190,16,15,330,49,49,56,49,61,66
lumineon,457,water,,FALSE,generation-iv,0,Base,FALSE,2,2,blue,75,47,53,460,69,69,76,69,86,91
mantyke,458,water,flying,TRUE,generation-iv,0,Base,FALSE,1,2,blue,25,39,143,345,45,20,50,60,120,50
snover,459,grass,ice,TRUE,generation-iv,0,Base,FALSE,1,2,white,120,39,111,334,60,62,50,62,60,40
abomasnow,460,grass,ice,TRUE,generation-iv,0,Base,FALSE,2,2,white,60,87,299,494,90,92,75,92,85,60
abomasnow-mega,460,grass,ice,TRUE,generation-iv,1,Mega,TRUE,2,2,white,60,106,408,594,90,132,105,132,105,30
weavile,461,dark,ice,TRUE,generation-iv,0,Base,FALSE,2,2,black,45,43,75,510,70,120,65,45,85,125
magnezone,462,electric,steel,TRUE,generation-iv,0,Base,FALSE,3,3,gray,30,47,397,535,70,70,115,130,90,60
lickilicky,463,normal,,FALSE,generation-iv,0,Base,FALSE,2,2,pink,30,67,309,515,110,85,95,80,95,50
rhyperior,464,ground,rock,TRUE,generation-iv,0,Base,FALSE,3,3,gray,30,94,623,535,115,140,130,55,55,40
tangrowth,465,grass,,FALSE,generation-iv,0,Base,FALSE,2,2,blue,30,79,284,535,100,100,125,110,50,50
electivire,466,electric,,FALSE,generation-iv,0,Base,FALSE,3,3,yellow,30,71,306,540,75,123,67,95,85,95
magmortar,467,fire,,FALSE,generation-iv,0,Base,FALSE,3,3,red,30,63,150,540,75,95,67,125,95,83
togekiss,468,fairy,flying,TRUE,generation-iv,0,Base,FALSE,3,3,white,30,59,84,545,85,50,95,120,115,80
yanmega,469,bug,flying,TRUE,generation-iv,1,Base,FALSE,2,2,green,30,75,114,515,86,76,86,116,56,95
leafeon,470,grass,,FALSE,generation-iv,0,Base,FALSE,2,2,green,45,39,56,525,65,110,130,60,65,95
glaceon,471,ice,,FALSE,generation-iv,0,Base,FALSE,2,2,blue,45,31,57,525,65,60,110,130,95,65
gliscor,472,ground,flying,TRUE,generation-iv,0,Base,FALSE,2,2,purple,30,79,94,510,75,95,125,45,75,95
mamoswine,473,ice,ground,TRUE,generation-iv,0,Base,FALSE,3,3,brown,50,98,642,530,110,130,80,70,60,80
porygon-z,474,normal,,FALSE,generation-iv,0,Base,FALSE,3,3,red,30,35,75,535,85,80,70,135,75,90
gallade,475,psychic,fighting,TRUE,generation-iv,0,Base,FALSE,3,3,white,45,63,115,518,68,125,65,65,115,80
gallade-mega,475,psychic,fighting,TRUE,generation-iv,1,Mega,TRUE,3,3,white,45,63,124,618,68,165,95,65,115,110
probopass,476,rock,steel,TRUE,generation-iv,0,Base,FALSE,2,2,gray,60,55,750,525,60,55,145,75,150,40
dusknoir,477,ghost,,FALSE,generation-iv,0,Base,FALSE,3,3,black,45,87,235,525,45,100,135,65,135,45
froslass,478,ice,ghost,TRUE,generation-iv,0,Base,FALSE,2,2,white,75,51,59,480,70,80,70,80,70,110
rotom,479,electric,ghost,TRUE,generation-iv,0,Base,FALSE,1,1,red,45,12,1,440,50,50,77,95,77,91
rotom-heat,479,electric,fire,TRUE,generation-iv,0,Heat,TRUE,1,1,red,45,12,1,520,50,65,107,105,107,86
rotom-wash,479,electric,water,TRUE,generation-iv,0,Wash,TRUE,1,1,red,45,12,1,520,50,65,107,105,107,86
rotom-frost,479,electric,ice,TRUE,generation-iv,0,Frost,TRUE,1,1,red,45,12,1,520,50,65,107,105,107,86
rotom-fan,479,electric,flying,TRUE,generation-iv,0,Fan,TRUE,1,1,red,45,12,1,520,50,65,107,105,107,86
rotom-mow,479,electric,grass,TRUE,generation-iv,0,Mow,TRUE,1,1,red,45,12,1,520,50,65,107,105,107,86
uxie,480,psychic,,FALSE,generation-iv,1,Base,FALSE,1,1,yellow,3,12,1,580,75,75,130,75,130,95
mesprit,481,psychic,,FALSE,generation-iv,1,Base,FALSE,1,1,pink,3,12,1,580,80,105,105,105,105,80
azelf,482,psychic,,FALSE,generation-iv,1,Base,FALSE,1,1,blue,3,12,1,580,75,125,70,125,70,115
dialga,483,steel,dragon,TRUE,generation-iv,1,Base,FALSE,1,1,white,3,213,1506,680,100,120,120,150,100,90
palkia,484,water,dragon,TRUE,generation-iv,1,Base,FALSE,1,1,purple,3,165,741,680,90,120,100,150,120,100
heatran,485,fire,steel,TRUE,generation-iv,1,Base,FALSE,1,1,brown,3,67,948,600,91,90,106,130,106,77
regigigas,486,normal,,FALSE,generation-iv,1,Base,FALSE,1,1,white,3,146,926,670,110,160,110,80,110,100
giratina-altered,487,ghost,dragon,TRUE,generation-iv,1,Base,FALSE,1,1,black,3,177,1653,680,150,100,120,100,120,90
cresselia,488,psychic,,FALSE,generation-iv,1,Base,FALSE,1,1,yellow,3,59,189,580,120,70,110,75,120,85
phione,489,water,,FALSE,generation-iv,1,Base,FALSE,1,2,blue,30,16,7,480,80,80,80,80,80,80
manaphy,490,water,,FALSE,generation-iv,1,Base,FALSE,2,2,blue,3,12,3,600,100,100,100,100,100,100
darkrai,491,dark,,FALSE,generation-iv,1,Base,FALSE,1,1,black,3,59,111,600,70,90,90,135,90,125
shaymin-land,492,grass,,FALSE,generation-iv,1,Base,FALSE,1,1,green,45,8,5,600,100,100,100,100,100,100
shaymin-sky,492,grass,flying,TRUE,generation-iv,1,Sky,TRUE,1,1,green,45,16,11,600,100,103,75,120,75,127
arceus,493,normal,,FALSE,generation-iv,1,Base,FALSE,1,1,white,3,126,705,720,120,120,120,120,120,120
victini,494,psychic,fire,TRUE,generation-v,1,Base,FALSE,1,1,yellow,3,16,9,600,100,100,100,100,100,100
snivy,495,grass,,FALSE,generation-v,0,Base,FALSE,1,3,green,45,24,18,308,45,45,55,45,55,63
servine,496,grass,,FALSE,generation-v,0,Base,FALSE,2,3,green,45,31,35,413,60,60,75,60,75,83
serperior,497,grass,,FALSE,generation-v,0,Base,FALSE,3,3,green,45,130,139,528,75,75,95,75,95,113
tepig,498,fire,,FALSE,generation-v,0,Base,FALSE,1,3,red,45,20,22,308,65,63,45,45,45,45
pignite,499,fire,fighting,TRUE,generation-v,0,Base,FALSE,2,3,red,45,39,122,418,90,93,55,70,55,55
emboar,500,fire,fighting,TRUE,generation-v,0,Base,FALSE,3,3,red,45,63,331,528,110,123,65,100,65,65
oshawott,501,water,,FALSE,generation-v,0,Base,FALSE,1,3,blue,45,20,13,308,55,55,45,63,45,45
dewott,502,water,,FALSE,generation-v,0,Base,FALSE,2,3,blue,45,31,54,413,75,75,60,83,60,60
samurott,503,water,,FALSE,generation-v,0,Base,FALSE,3,3,blue,45,59,209,528,95,100,85,108,70,70
samurott-hisui,503,water,dark,TRUE,generation-v,0,Hisuian,TRUE,3,3,blue,45,59,128,528,90,108,80,100,65,85
patrat,504,normal,,FALSE,generation-v,0,Base,FALSE,1,2,brown,255,20,26,255,45,55,39,35,39,42
watchog,505,normal,,FALSE,generation-v,0,Base,FALSE,2,2,brown,255,43,60,420,60,85,69,60,69,77
lillipup,506,normal,,FALSE,generation-v,0,Base,FALSE,1,3,brown,255,16,9,275,45,60,45,25,45,55
herdier,507,normal,,FALSE,generation-v,0,Base,FALSE,2,3,gray,120,35,32,370,65,80,65,35,65,60
stoutland,508,normal,,FALSE,generation-v,0,Base,FALSE,3,3,gray,45,47,134,500,85,110,90,45,90,80
purrloin,509,dark,,FALSE,generation-v,0,Base,FALSE,1,2,purple,255,16,22,281,41,50,37,50,37,66
liepard,510,dark,,FALSE,generation-v,0,Base,FALSE,2,2,purple,90,43,83,446,64,88,50,88,50,106
pansage,511,grass,,FALSE,generation-v,0,Base,FALSE,1,2,green,190,24,23,316,50,53,48,53,48,64
simisage,512,grass,,FALSE,generation-v,0,Base,FALSE,2,2,green,75,43,67,498,75,98,63,98,63,101
pansear,513,fire,,FALSE,generation-v,0,Base,FALSE,1,2,red,190,24,24,316,50,53,48,53,48,64
simisear,514,fire,,FALSE,generation-v,0,Base,FALSE,2,2,red,75,39,62,498,75,98,63,98,63,101
panpour,515,water,,FALSE,generation-v,0,Base,FALSE,1,2,blue,190,24,30,316,50,53,48,53,48,64
simipour,516,water,,FALSE,generation-v,0,Base,FALSE,2,2,blue,75,39,64,498,75,98,63,98,63,101
munna,517,psychic,,FALSE,generation-v,0,Base,FALSE,1,2,pink,190,24,51,292,76,25,45,67,55,24
musharna,518,psychic,,FALSE,generation-v,0,Base,FALSE,2,2,pink,75,43,133,487,116,55,85,107,95,29
pidove,519,normal,flying,TRUE,generation-v,0,Base,FALSE,1,3,gray,255,12,5,264,50,55,50,36,30,43
tranquill,520,normal,flying,TRUE,generation-v,0,Base,FALSE,2,3,gray,120,24,33,358,62,77,62,50,42,65
unfezant,521,normal,flying,TRUE,generation-v,0,Base,FALSE,3,3,gray,45,47,64,488,80,115,80,65,55,93
blitzle,522,electric,,FALSE,generation-v,0,Base,FALSE,1,2,black,190,31,66,295,45,60,32,50,32,76
zebstrika,523,electric,,FALSE,generation-v,0,Base,FALSE,2,2,black,75,63,175,497,75,100,63,80,63,116
roggenrola,524,rock,,FALSE,generation-v,0,Base,FALSE,1,3,blue,255,16,40,280,55,75,85,25,25,15
boldore,525,rock,,FALSE,generation-v,0,Base,FALSE,2,3,blue,120,35,225,390,70,105,105,50,40,20
gigalith,526,rock,,FALSE,generation-v,0,Base,FALSE,3,3,blue,45,67,573,515,85,135,130,60,80,25
woobat,527,psychic,flying,TRUE,generation-v,0,Base,FALSE,1,2,blue,190,16,5,323,65,45,43,55,43,72
swoobat,528,psychic,flying,TRUE,generation-v,0,Base,FALSE,2,2,blue,45,35,23,425,67,57,55,77,55,114
drilbur,529,ground,,FALSE,generation-v,0,Base,FALSE,1,2,gray,120,12,19,328,60,85,40,30,45,68
excadrill,530,ground,steel,TRUE,generation-v,0,Base,FALSE,2,2,gray,60,28,89,508,110,135,60,50,65,88
audino,531,normal,,FALSE,generation-v,0,Base,FALSE,1,1,pink,255,43,68,445,103,60,86,60,86,50
audino-mega,531,normal,fairy,TRUE,generation-v,1,Mega,TRUE,1,1,pink,255,59,71,545,103,60,126,80,126,50
timburr,532,fighting,,FALSE,generation-v,0,Base,FALSE,1,3,gray,180,24,28,305,75,80,55,25,35,35
gurdurr,533,fighting,,FALSE,generation-v,0,Base,FALSE,2,3,gray,90,47,88,405,85,105,85,40,50,40
conkeldurr,534,fighting,,FALSE,generation-v,0,Base,FALSE,3,3,brown,45,55,192,505,105,140,95,55,65,45
tympole,535,water,,FALSE,generation-v,0,Base,FALSE,1,3,blue,255,20,10,294,50,50,40,50,40,64
palpitoad,536,water,ground,TRUE,generation-v,0,Base,FALSE,2,3,blue,120,31,37,384,75,65,55,65,55,69
seismitoad,537,water,ground,TRUE,generation-v,0,Base,FALSE,3,3,blue,45,59,137,509,105,95,75,85,75,74
throh,538,fighting,,FALSE,generation-v,0,Base,FALSE,1,1,red,45,51,122,465,120,100,85,30,85,45
sawk,539,fighting,,FALSE,generation-v,0,Base,FALSE,1,1,blue,45,55,112,465,75,125,75,30,75,85
sewaddle,540,bug,grass,TRUE,generation-v,0,Base,FALSE,1,3,yellow,255,12,6,310,45,53,70,40,60,42
swadloon,541,bug,grass,TRUE,generation-v,0,Base,FALSE,2,3,green,120,20,16,380,55,63,90,50,80,42
leavanny,542,bug,grass,TRUE,generation-v,0,Base,FALSE,3,3,yellow,45,47,45,500,75,103,80,70,80,92
venipede,543,bug,poison,TRUE,generation-v,0,Base,FALSE,1,3,red,255,16,12,260,30,45,59,30,39,57
whirlipede,544,bug,poison,TRUE,generation-v,0,Base,FALSE,2,3,gray,120,47,129,360,40,55,99,40,79,47
scolipede,545,bug,poison,TRUE,generation-v,0,Base,FALSE,3,3,red,45,98,442,485,60,100,89,55,69,112
cottonee,546,grass,fairy,TRUE,generation-v,0,Base,FALSE,1,2,green,190,12,1,280,40,27,60,37,50,66
whimsicott,547,grass,fairy,TRUE,generation-v,0,Base,FALSE,2,2,green,75,28,15,480,60,67,85,77,75,116
petilil,548,grass,,FALSE,generation-v,0,Base,FALSE,1,2,green,190,20,15,280,45,35,50,70,50,30
lilligant,549,grass,,FALSE,generation-v,0,Base,FALSE,2,2,green,75,43,36,480,70,60,75,110,75,90
lilligant-hisui,549,grass,fighting,TRUE,generation-v,0,Hisuian,TRUE,2,2,green,75,47,42,480,70,105,75,50,75,105
basculin-red-striped,550,water,,FALSE,generation-v,0,Base,FALSE,1,2,green,25,39,40,460,70,92,65,80,55,98
sandile,551,ground,dark,TRUE,generation-v,0,Base,FALSE,1,3,brown,180,28,34,292,50,72,35,35,35,65
krokorok,552,ground,dark,TRUE,generation-v,0,Base,FALSE,2,3,brown,90,39,74,351,60,82,45,45,45,74
krookodile,553,ground,dark,TRUE,generation-v,0,Base,FALSE,3,3,red,45,59,212,519,95,117,80,65,70,92
darumaka,554,fire,,FALSE,generation-v,0,Base,FALSE,1,2,red,120,24,83,315,70,90,45,15,45,50
darumaka-galar,554,ice,,FALSE,generation-v,0,Galarian,TRUE,1,2,red,120,28,88,315,70,90,45,15,45,50
darmanitan-standard,555,fire,,FALSE,generation-v,0,Base,FALSE,2,2,red,60,51,205,480,105,140,55,30,55,95
darmanitan-zen,555,fire,psychic,TRUE,generation-v,0,Zen,TRUE,2,2,red,60,51,205,540,105,30,105,140,105,55
darmanitan-galar-standard,555,ice,,FALSE,generation-v,0,Galarian,TRUE,2,2,red,60,67,265,480,105,140,55,30,55,95
darmanitan-galar-zen,555,ice,fire,TRUE,generation-v,0,Galarian,TRUE,2,2,red,60,67,265,540,105,160,55,30,55,135
maractus,556,grass,,FALSE,generation-v,0,Base,FALSE,1,1,green,255,39,62,461,75,86,67,106,67,60
dwebble,557,bug,rock,TRUE,generation-v,0,Base,FALSE,1,2,red,190,12,32,325,50,65,85,35,35,55
crustle,558,bug,rock,TRUE,generation-v,0,Base,FALSE,2,2,red,75,55,441,485,70,105,125,65,75,45
scraggy,559,dark,fighting,TRUE,generation-v,0,Base,FALSE,1,2,yellow,180,24,26,348,50,75,70,35,70,48
scrafty,560,dark,fighting,TRUE,generation-v,0,Base,FALSE,2,2,red,90,43,66,488,65,90,115,45,115,58
sigilyph,561,psychic,flying,TRUE,generation-v,0,Base,FALSE,1,1,black,45,55,31,490,72,58,80,103,80,97
yamask,562,ghost,,FALSE,generation-v,0,Base,FALSE,1,2,black,190,20,3,303,38,30,85,55,65,30
yamask-galar,562,ground,ghost,TRUE,generation-v,0,Galarian,TRUE,1,2,black,190,20,3,303,38,55,85,30,65,30
cofagrigus,563,ghost,,FALSE,generation-v,0,Base,FALSE,2,2,yellow,90,67,169,483,58,50,145,95,105,30
tirtouga,564,water,rock,TRUE,generation-v,0,Base,FALSE,1,2,blue,45,28,36,355,54,78,103,53,45,22
carracosta,565,water,rock,TRUE,generation-v,0,Base,FALSE,2,2,blue,45,47,179,495,74,108,133,83,65,32
archen,566,rock,flying,TRUE,generation-v,0,Base,FALSE,1,2,yellow,45,20,21,401,55,112,45,74,45,70
archeops,567,rock,flying,TRUE,generation-v,0,Base,FALSE,2,2,yellow,45,55,71,567,75,140,65,112,65,110
trubbish,568,poison,,FALSE,generation-v,0,Base,FALSE,1,2,green,190,24,68,329,50,50,62,40,62,65
garbodor,569,poison,,FALSE,generation-v,0,Base,FALSE,2,2,green,60,75,237,474,80,95,82,60,82,75
zorua,570,dark,,FALSE,generation-v,0,Base,FALSE,1,2,gray,75,28,28,330,40,65,40,80,40,65
zorua-hisui,570,normal,ghost,TRUE,generation-v,0,Hisuian,TRUE,1,2,gray,75,28,28,330,35,60,40,85,40,70
zoroark,571,dark,,FALSE,generation-v,0,Base,FALSE,2,2,gray,45,63,179,510,60,105,60,120,60,105
zoroark-hisui,571,normal,ghost,TRUE,generation-v,0,Hisuian,TRUE,2,2,gray,45,63,161,510,55,100,60,125,60,110
